Name,G,GS,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,Name-additional
,,,,,,,,,,,,,,-9999
Cory Abbott,16,9,16,0,0,0,0,0,0,0,0,0,0,abbotco01
CJ Abrams,90,78,0,0,0,13,0,75,0,0,3,3,2,abramcj01
Albert Abreu,33,0,33,0,0,0,0,0,0,0,0,0,0,abreual01
Bryan Abreu,55,0,55,0,0,0,0,0,0,0,0,0,0,abreubr01
José Abreu,157,157,0,0,128,0,0,0,0,0,0,0,29,abreujo02
Domingo Acevedo,70,0,70,0,0,0,0,0,0,0,0,0,0,acevedo01
Ronald Acuna Jr.,119,115,0,0,0,0,0,0,0,1,92,92,27,acunaro01
Jason Adam,67,0,67,0,0,0,0,0,0,0,0,0,0,adamja01
Willy Adames,139,138,0,0,0,0,0,136,0,0,0,0,2,adamewi01
Austin Adams,2,0,2,0,0,0,0,0,0,0,0,0,0,adamsau02
Riley Adams,48,43,0,44,1,0,0,0,0,0,0,0,2,adamsri03
Jo Adell,88,71,0,0,0,0,0,0,69,0,15,84,1,adelljo01
Joan Adon,14,14,14,0,0,0,0,0,0,0,0,0,0,adonjo01
Ehire Adrianza,37,26,1,0,0,8,19,3,9,0,0,9,1,adriaeh01
Jesús Aguilar,129,118,0,0,63,0,4,0,0,0,0,0,60,aguilje01
Ryan Aguilar,7,6,0,0,1,0,0,0,2,1,5,7,0,aguilry01
Nick Ahmed,17,15,0,0,0,0,0,16,0,0,0,0,1,ahmedni01
Keegan Akin,45,1,45,0,0,0,0,0,0,0,0,0,0,akinke01
Hanser Alberto,73,38,10,0,3,37,20,5,0,0,1,1,5,alberha01
Ozzie Albies,64,63,0,0,0,64,0,0,0,0,0,0,0,albieoz01
Jorge Alcala,2,0,2,0,0,0,0,0,0,0,0,0,0,alcaljo01
Sandy Alcantara,32,32,32,0,0,0,0,0,0,0,0,0,0,alcansa01
Sergio Alcántara,93,57,0,0,0,25,41,28,0,0,0,0,5,alcanse01
Jason Alexander,18,11,18,0,0,0,0,0,0,0,0,0,0,alexaja01
Scott Alexander,17,4,17,0,0,0,0,0,0,0,0,0,0,alexasc02
Tyler Alexander,27,17,27,0,0,0,0,0,0,0,0,0,0,alexaty01
A.J. Alexy,4,0,4,0,0,0,0,0,0,0,0,0,0,alexyaj01
Jorge Alfaro,82,68,0,65,0,0,0,0,0,0,0,0,11,alfarjo01
Anthony Alford,2,1,0,0,0,0,0,0,1,1,1,2,0,alforan01
Kolby Allard,10,0,10,0,0,0,0,0,0,0,0,0,0,allarko01
Cam Alldred,1,0,1,0,0,0,0,0,0,0,0,0,0,alldrca01
Austin Allen,5,5,0,4,0,0,0,0,0,0,0,0,1,allenau01
Greg Allen,46,33,0,0,0,0,0,0,23,11,13,43,1,allengr01
Logan Allen,7,0,7,0,0,0,0,0,0,0,0,0,0,allenlo01
Nick Allen,100,92,0,0,0,43,0,60,0,0,0,0,0,allenni02
Abraham Almonte,15,7,0,0,0,0,0,0,3,5,1,9,2,almonab01
Yency Almonte,33,0,33,0,0,0,0,0,0,0,0,0,0,almonye01
Albert Almora,64,60,0,0,0,0,0,0,17,23,28,62,1,almoral01
Pete Alonso,160,160,0,0,134,0,0,0,0,0,0,0,27,alonspe01
Jose Altuve,141,137,0,0,0,136,0,0,0,0,0,0,2,altuvjo01
José Alvarado,59,0,59,0,0,0,0,0,0,0,0,0,0,alvarjo03
Eddy Alvarez,14,9,0,0,0,0,5,1,1,0,5,6,2,alvared01
Francisco Alvarez,5,2,0,2,0,0,0,0,0,0,0,0,3,alvarfr01
Jose Alvarez,21,0,21,0,0,0,0,0,0,0,0,0,0,alvarjo02
R.J. Alvarez,1,0,1,0,0,0,0,0,0,0,0,0,0,alvarrj01
Yordan Alvarez,135,133,0,0,0,0,0,0,56,0,0,56,77,alvaryo01
Adbert Alzolay,6,0,6,0,0,0,0,0,0,0,0,0,0,alzolad01
Brian Anderson,98,92,0,0,0,1,48,0,8,0,36,44,9,anderbr06
Chase Anderson,9,7,9,0,0,0,0,0,0,0,0,0,0,anderch01
Ian Anderson,22,22,22,0,0,0,0,0,0,0,0,0,0,anderia01
Shaun Anderson,1,0,1,0,0,0,0,0,0,0,0,0,0,andersh01
Tim Anderson,79,79,0,0,0,0,0,79,0,0,0,0,0,anderti01
Tyler Anderson,31,28,30,0,0,0,0,0,0,0,0,0,0,anderty01
Elvis Andrus,149,143,0,0,0,0,0,143,0,0,0,0,4,andruel01
Miguel Andujar,36,33,0,0,1,0,0,0,23,0,0,23,13,andujmi01
Mark Appel,6,0,6,0,0,0,0,0,0,0,0,0,0,appelma01
Aristides Aquino,80,70,0,0,0,0,0,0,7,2,69,78,1,aquinar01
Jonathan Aranda,32,21,0,0,11,13,6,0,1,0,0,1,2,arandjo01
Víctor Arano,43,0,43,0,0,0,0,0,0,0,0,0,0,aranovi01
Jonathan Araúz,15,12,0,0,0,4,6,4,0,0,0,0,0,arauzjo01
Chris Archer,25,25,25,0,0,0,0,0,0,0,0,0,0,archech01
Orlando Arcia,68,60,1,0,0,50,4,1,6,0,0,6,7,arciaor01
Nolan Arenado,148,147,0,0,0,0,131,0,0,0,0,0,17,arenano01
Gabriel Arias,16,14,0,0,1,3,9,3,0,0,0,0,0,ariasga01
Kohei Arihara,5,4,5,0,0,0,0,0,0,0,0,0,0,arihako01
Shawn Armstrong,50,2,50,0,0,0,0,0,0,0,0,0,0,armstsh01
Randy Arozarena,153,150,0,0,0,0,0,0,104,0,26,126,27,arozara01
Luis Arraez,144,129,0,0,65,41,7,0,0,0,0,0,38,arraelu01
Christian Arroyo,87,76,0,0,9,40,10,14,0,0,17,17,5,arroych01
Aaron Ashby,27,19,27,0,0,0,0,0,0,0,0,0,0,ashbyaa01
Graham Ashcraft,19,19,19,0,0,0,0,0,0,0,0,0,0,ashcrgr01
Javier Assad,9,8,9,0,0,0,0,0,0,0,0,0,0,assadja01
Willians Astudillo,21,12,2,0,3,8,10,0,0,0,0,0,1,astudwi01
Pedro Avila,2,0,2,0,0,0,0,0,0,0,0,0,0,avilape01
José Azocar,98,54,0,0,0,0,0,0,21,35,49,92,4,azocajo01
Akil Baddoo,73,63,0,0,0,0,0,0,50,16,0,65,2,baddoak01
Harrison Bader,86,77,0,0,0,0,0,0,0,85,0,85,0,baderha01
Ji Hwan Bae,10,9,0,0,0,4,0,0,1,5,0,6,0,baeji01
Javier Báez,144,142,0,0,0,0,0,133,0,0,0,0,10,baezja01
Michel Báez,2,0,2,0,0,0,0,0,0,0,0,0,0,baezmi01
Pedro Báez,3,0,3,0,0,0,0,0,0,0,0,0,0,baezpe01
Bryan Baker,66,2,66,0,0,0,0,0,0,0,0,0,0,bakerbr01
Anthony Banda,32,1,32,0,0,0,0,0,0,0,0,0,0,bandaan01
Tanner Banks,35,0,35,0,0,0,0,0,0,0,0,0,0,banksta01
Rylan Bannon,5,4,0,0,0,1,3,0,0,0,0,0,1,bannory01
Manny Banuelos,35,0,35,0,0,0,0,0,0,0,0,0,0,banuema01
Daniel Bard,57,0,57,0,0,0,0,0,0,0,0,0,0,bardda01
Luke Bard,9,0,9,0,0,0,0,0,0,0,0,0,0,bardlu01
Luke Barker,3,0,3,0,0,0,0,0,0,0,0,0,0,barkelu01
Joe Barlow,35,0,35,0,0,0,0,0,0,0,0,0,0,barlojo01
Scott Barlow,69,0,69,0,0,0,0,0,0,0,0,0,0,barlosc01
Austin Barnes,62,55,0,55,0,1,0,0,0,0,0,0,6,barneau01
Jacob Barnes,23,0,23,0,0,0,0,0,0,0,0,0,0,barneja01
Matt Barnes,44,0,44,0,0,0,0,0,0,0,0,0,0,barnema01
Tucker Barnhart,94,90,1,92,0,0,1,0,0,0,0,0,0,barnhtu01
Kyle Barraclough,8,0,8,0,0,0,0,0,0,0,0,0,0,barraky01
Luis Barrera,32,22,0,0,0,0,0,0,16,1,16,28,0,barrelu01
Tres Barrera,19,18,0,19,0,0,0,0,0,0,0,0,0,barretr01
Jose Barrero,48,46,0,0,0,0,0,48,0,0,0,0,0,garcijo02
Jaime Barria,35,1,35,0,0,0,0,0,0,0,0,0,0,barrija01
Joey Bart,97,83,0,93,0,0,0,0,0,0,0,0,3,bartjo01
Anthony Bass,74,0,73,0,0,0,0,0,0,0,0,0,1,bassan01
Chris Bassitt,30,30,30,0,0,0,0,0,0,0,0,0,0,bassich01
Matthew Batten,15,5,2,0,0,5,7,0,1,0,0,1,2,battema01
Brett Baty,11,11,0,0,0,0,11,0,0,0,0,0,0,batybr01
Mike Baumann,13,4,13,0,0,0,0,0,0,0,0,0,0,baumami01
Félix Bautista,65,0,65,0,0,0,0,0,0,0,0,0,0,bautife01
Shane Baz,6,6,6,0,0,0,0,0,0,0,0,0,0,bazsh01
Eduard Bazardo,12,0,12,0,0,0,0,0,0,0,0,0,0,bazared01
Jeremy Beasley,9,0,9,0,0,0,0,0,0,0,0,0,0,beaslje01
Matt Beaty,20,13,0,0,3,0,0,0,2,0,10,12,3,beatyma01
Tim Beckham,12,5,0,0,2,0,0,0,4,0,0,4,3,beckhti01
David Bednar,45,0,45,0,0,0,0,0,0,0,0,0,0,bednada01
Tyler Beede,31,5,31,0,0,0,0,0,0,0,0,0,0,beedety01
Jalen Beeks,42,7,42,0,0,0,0,0,0,0,0,0,0,beeksja02
Seth Beer,38,33,0,0,5,0,0,0,0,0,0,0,28,beerse01
Josh Bell,156,151,0,0,124,0,0,0,0,0,0,0,32,belljo02
Andrew Bellatti,59,1,59,0,0,0,0,0,0,0,0,0,0,bellaan01
Cody Bellinger,144,135,0,0,0,0,0,0,0,144,0,144,0,bellico01
Brayan Bello,13,11,13,0,0,0,0,0,0,0,0,0,0,bellobr01
Brandon Belt,78,67,0,0,63,0,0,0,0,0,0,0,12,beltbr01
Anthony Bemboom,22,15,0,21,0,0,0,0,0,0,0,0,0,bemboan01
Anthony Bender,22,0,22,0,0,0,0,0,0,0,0,0,0,bendean01
Andrew Benintendi,126,120,0,0,0,0,0,0,124,0,0,124,1,beninan01
Will Benson,28,15,0,0,0,0,0,0,4,10,6,20,2,bensowi01
Wynton Bernard,12,10,0,0,0,0,0,0,1,10,1,11,1,bernawy01
Brennan Bernardino,2,0,2,0,0,0,0,0,0,0,0,0,0,bernabr01
José Berríos,32,32,32,0,0,0,0,0,0,0,0,0,0,berrijo01
Jon Berti,102,92,0,0,0,47,37,10,16,3,0,19,3,bertijo01
Christian Bethancourt,101,84,4,49,37,0,1,0,0,0,0,0,11,bethach01
Mookie Betts,142,138,0,0,0,7,0,0,0,0,136,136,1,bettsmo01
Bo Bichette,159,158,0,0,0,0,0,157,0,0,0,0,1,bichebo01
Phil Bickford,60,0,60,0,0,0,0,0,0,0,0,0,0,bickfph01
Shane Bieber,31,31,31,0,0,0,0,0,0,0,0,0,0,biebesh01
Brandon Bielak,5,0,5,0,0,0,0,0,0,0,0,0,0,bielabr01
Cavan Biggio,97,77,0,0,33,49,1,0,2,0,7,9,3,biggica01
Jake Bird,38,0,38,0,0,0,0,0,0,0,0,0,0,birdja01
Ty Blach,24,1,24,0,0,0,0,0,0,0,0,0,0,blachty01
Paul Blackburn,21,21,21,0,0,0,0,0,0,0,0,0,0,blackpa01
Charlie Blackmon,135,128,0,0,0,0,0,0,0,0,51,51,80,blackch02
Dairon Blanco,5,2,0,0,0,0,0,0,0,3,0,3,1,blancda02
Ronel Blanco,7,0,7,0,0,0,0,0,0,0,0,0,0,blancro01
Travis Blankenhorn,1,1,0,0,0,0,0,0,0,0,0,0,1,blanktr01
JJ Bleday,65,56,0,0,0,0,0,0,22,38,4,64,0,bledajj01
Richard Bleier,55,1,55,0,0,0,0,0,0,0,0,0,0,bleieri01
Xander Bogaerts,150,148,0,0,0,0,0,146,0,0,0,0,4,bogaexa01
Alec Bohm,152,146,0,0,10,0,135,0,0,0,0,0,9,bohmal01
Ronald Bolaños,8,0,8,0,0,0,0,0,0,0,0,0,0,bolanro01
Skye Bolt,42,30,0,0,0,0,0,0,2,36,5,41,0,boltsk01
Ryan Borucki,32,0,32,0,0,0,0,0,0,0,0,0,0,borucry01
David Bote,41,35,0,0,6,18,16,0,0,0,0,0,1,boteda01
Sean Bouchard,27,25,0,0,0,0,0,0,26,0,0,26,0,bouchse01
Brad Boxberger,70,0,70,0,0,0,0,0,0,0,0,0,0,boxbebr01
Matthew Boyd,10,0,10,0,0,0,0,0,0,0,0,0,0,boydma01
Silvino Bracho,3,0,3,0,0,0,0,0,0,0,0,0,0,brachsi01
Kyle Bradish,23,23,23,0,0,0,0,0,0,0,0,0,0,bradiky01
Archie Bradley,21,0,21,0,0,0,0,0,0,0,0,0,0,bradlar01
Bobby Bradley,8,5,0,0,7,0,0,0,0,0,0,0,0,bradlbo01
Jackie Bradley Jr.,132,98,1,0,0,0,0,0,0,55,91,131,0,bradlja02
Michael Brantley,64,64,0,0,0,0,0,0,29,0,0,29,35,brantmi02
Rob Brantly,1,1,0,1,0,0,0,0,0,0,0,0,0,brantro01
Matt Brash,39,5,39,0,0,0,0,0,0,0,0,0,0,brashma01
Ryan Brasier,68,0,68,0,0,0,0,0,0,0,0,0,0,brasiry01
Steven Brault,9,0,9,0,0,0,0,0,0,0,0,0,0,braulst01
Huascar Brazoban,27,0,27,0,0,0,0,0,0,0,0,0,0,brazohu01
John Brebbia,76,11,76,0,0,0,0,0,0,0,0,0,0,brebbjo01
Alex Bregman,155,153,0,0,0,0,154,0,0,0,0,0,0,bregmal01
Will Brennan,11,10,0,0,0,0,0,0,5,1,4,10,1,brennwi02
Jake Brentz,8,0,8,0,0,0,0,0,0,0,0,0,0,brentja01
Austin Brice,4,0,4,0,0,0,0,0,0,0,0,0,0,briceau01
Jonah Bride,58,46,0,0,5,32,21,0,0,0,0,0,2,bridejo01
Beau Brieske,15,15,15,0,0,0,0,0,0,0,0,0,0,briesbe01
Jeff Brigham,16,0,16,0,0,0,0,0,0,0,0,0,0,brighje01
Lewis Brinson,16,9,0,0,0,0,0,0,1,15,0,16,0,brinsle01
Zack Britton,3,0,3,0,0,0,0,0,0,0,0,0,0,brittza01
Connor Brogdon,47,0,47,0,0,0,0,0,0,0,0,0,0,brogdco01
Aaron Brooks,5,0,5,0,0,0,0,0,0,0,0,0,0,brookaa01
Mike Brosseau,70,44,3,0,3,0,55,4,0,0,0,0,1,brossmi01
Hunter Brown,7,2,7,0,0,0,0,0,0,0,0,0,0,brownhu01
Seth Brown,150,132,0,0,84,0,0,0,38,17,32,77,2,brownse01
JT Brubaker,28,28,28,0,0,0,0,0,0,0,0,0,0,brubajt01
Justin Bruihl,24,0,24,0,0,0,0,0,0,0,0,0,0,bruihju01
Vidal Bruján,52,40,0,0,0,31,1,5,1,1,19,21,1,brujavi01
Kris Bryant,42,42,0,0,0,0,0,0,30,0,0,30,12,bryankr01
Kris Bubic,28,27,28,0,0,0,0,0,0,0,0,0,0,bubickr01
Walker Buehler,12,12,12,0,0,0,0,0,0,0,0,0,0,buehlwa01
Madison Bumgarner,30,30,30,0,0,0,0,0,0,0,0,0,0,bumgama01
Aaron Bummer,32,0,32,0,0,0,0,0,0,0,0,0,0,bummeaa01
Dylan Bundy,29,29,29,0,0,0,0,0,0,0,0,0,0,bundydy01
Peyton Burdick,32,28,0,0,0,0,0,0,14,13,4,31,0,burdipe01
Jake Burger,51,44,0,0,0,3,37,0,0,0,0,0,9,burgeja01
Brock Burke,52,0,52,0,0,0,0,0,0,0,0,0,0,burkebr01
Alec Burleson,16,14,0,0,6,0,0,0,2,0,9,11,3,burleal01
Corbin Burnes,33,33,33,0,0,0,0,0,0,0,0,0,0,burneco01
Ryan Burr,8,0,8,0,0,0,0,0,0,0,0,0,0,burrry01
Matt Bush,65,6,65,0,0,0,0,0,0,0,0,0,0,bushma01
José Butto,1,1,1,0,0,0,0,0,0,0,0,0,0,buttojo01
Byron Buxton,92,86,0,0,0,0,0,0,0,58,0,58,35,buxtoby01
Edward Cabrera,14,14,14,0,0,0,0,0,0,0,0,0,0,cabreed02
Génesis Cabrera,39,0,39,0,0,0,0,0,0,0,0,0,0,cabrege01
Miguel Cabrera,112,109,0,0,0,0,0,0,0,0,0,0,109,cabremi01
Oswaldo Cabrera,44,41,0,0,3,3,3,4,9,0,27,34,0,cabreos01
Lorenzo Cain,43,40,0,0,0,0,0,0,0,42,0,42,0,cainlo01
Kole Calhoun,125,100,0,0,0,0,0,0,29,1,75,101,20,calhoko01
Willie Calhoun,22,17,0,0,0,0,0,0,5,0,0,5,16,calhowi01
Alex Call,47,29,0,0,0,0,0,0,28,6,8,42,3,callal02
Johan Camargo,52,38,0,0,5,9,13,26,0,0,0,0,2,camarjo01
Daz Cameron,21,19,0,0,0,0,0,0,0,7,14,20,0,camerda01
Luis Campusano,16,12,0,10,0,0,0,0,0,0,0,0,5,campulu01
Jeimer Candelario,124,119,0,0,0,0,117,0,0,0,0,0,8,candeje01
Mark Canha,140,124,0,0,1,0,1,0,123,11,6,132,3,canhama01
Robinson Canó,33,27,0,0,0,20,0,0,0,0,0,0,8,canoro01
Yennier Cano,13,0,13,0,0,0,0,0,0,0,0,0,0,canoye01
Conner Capel,22,17,0,0,0,0,0,0,2,0,18,20,2,capelco01
Vinny Capra,8,2,0,0,0,1,0,0,1,0,1,2,2,capravi01
Victor Caratini,96,75,1,90,2,0,0,0,0,0,0,0,1,caratvi01
Dylan Carlson,128,110,0,0,0,0,0,0,0,73,62,124,2,carlsdy01
Drew Carlton,5,0,5,0,0,0,0,0,0,0,0,0,0,carltdr01
Kerry Carpenter,31,28,0,0,0,0,0,0,12,0,8,19,12,carpeke01
Matt Carpenter,47,35,0,0,5,0,2,0,3,0,12,15,16,carpema01
Carlos Carrasco,29,29,29,0,0,0,0,0,0,0,0,0,0,carraca01
Corbin Carroll,32,26,0,0,0,0,0,0,25,5,2,29,2,carroco02
Curt Casali,57,50,0,54,3,0,0,0,0,0,0,0,1,casalcu01
Triston Casas,27,22,0,0,27,0,0,0,0,0,0,0,0,casastr01
Daniel Castano,10,7,10,0,0,0,0,0,0,0,0,0,0,castada01
Ryan Castellani,3,0,3,0,0,0,0,0,0,0,0,0,0,castery01
Humberto Castellanos,11,9,11,0,0,0,0,0,0,0,0,0,0,castehu01
Nick Castellanos,136,134,0,0,0,0,0,0,3,0,121,123,12,casteni01
Diego Castillo,59,0,59,0,0,0,0,0,0,0,0,0,0,castidi01
Diego Castillo,96,71,2,0,7,28,4,32,0,0,22,22,2,castidi02
José Castillo,1,0,1,0,0,0,0,0,0,0,0,0,0,castijo03
Luis Castillo,25,25,25,0,0,0,0,0,0,0,0,0,0,castilu02
Luis Castillo,3,0,3,0,0,0,0,0,0,0,0,0,0,castilu03
Max Castillo,14,6,14,0,0,0,0,0,0,0,0,0,0,castima03
Anthony Castro,12,0,12,0,0,0,0,0,0,0,0,0,0,castran02
Harold Castro,120,107,4,0,50,14,25,19,3,1,0,4,9,castrha01
Jason Castro,34,22,0,30,0,0,0,0,0,0,0,0,0,castrja01
Kervin Castro,10,0,10,0,0,0,0,0,0,0,0,0,0,castrke01
Miguel Castro,34,0,34,0,0,0,0,0,0,0,0,0,0,castrmi01
Rodolfo Castro,71,68,0,0,0,32,24,19,0,0,0,0,2,castrro01
Willi Castro,112,94,0,0,0,16,6,16,27,16,40,80,5,castrwi01
Cade Cavalli,1,1,1,0,0,0,0,0,0,0,0,0,0,cavalca01
Jake Cave,54,43,0,0,0,0,0,0,45,4,10,51,0,caveja01
Dylan Cease,32,32,32,0,0,0,0,0,0,0,0,0,0,ceasedy01
Gilberto Celestino,122,87,0,0,0,0,0,0,28,90,8,119,0,celesgi01
Luis Cessa,46,10,46,0,0,0,0,0,0,0,0,0,0,cessalu01
Jhoulys Chacín,35,0,35,0,0,0,0,0,0,0,0,0,0,chacijh01
Andrew Chafin,64,0,64,0,0,0,0,0,0,0,0,0,0,chafian01
Yu Chang,69,49,2,0,9,43,7,16,0,0,0,0,3,changyu01
Aroldis Chapman,43,0,43,0,0,0,0,0,0,0,0,0,0,chapmar01
Matt Chapman,155,152,0,0,0,0,153,0,0,0,0,0,1,chapmma01
JT Chargois,21,3,21,0,0,0,0,0,0,0,0,0,0,chargjt01
Jesse Chavez,60,1,60,0,0,0,0,0,0,0,0,0,0,chaveje01
Michael Chavis,129,97,0,0,107,14,9,0,0,0,0,0,6,chavimi01
Robinson Chirinos,67,63,0,66,0,0,0,0,0,0,0,0,0,chiriro01
Yonny Chirinos,2,1,2,0,0,0,0,0,0,0,0,0,0,chiriyo01
Jazz Chisholm Jr.,60,56,0,0,0,60,0,0,0,0,0,0,0,chishja01
Ji Man Choi,113,102,0,0,98,0,0,0,0,0,0,0,12,choiji01
Adam Cimber,77,0,77,0,0,0,0,0,0,0,0,0,0,cimbead01
Steve Cishek,69,0,69,0,0,0,0,0,0,0,0,0,0,cishest01
José Cisnero,28,0,28,0,0,0,0,0,0,0,0,0,0,cisnejo01
Aaron Civale,20,20,20,0,0,0,0,0,0,0,0,0,0,civalaa01
Taylor Clarke,47,0,47,0,0,0,0,0,0,0,0,0,0,clarkta01
Emmanuel Clase,77,0,77,0,0,0,0,0,0,0,0,0,0,claseem01
Alex Claudio,3,0,3,0,0,0,0,0,0,0,0,0,0,claudal01
Sam Clay,7,0,7,0,0,0,0,0,0,0,0,0,0,claysa01
Garrett Cleavinger,17,0,17,0,0,0,0,0,0,0,0,0,0,cleavga01
Kody Clemens,57,31,7,0,13,9,17,0,9,0,0,9,7,clemeko01
Ernie Clement,70,40,2,0,5,15,30,1,12,0,0,12,6,clemeer01
Mike Clevinger,23,22,23,0,0,0,0,0,0,0,0,0,0,clevimi01
Tyler Clippard,4,0,4,0,0,0,0,0,0,0,0,0,0,clippty01
Alex Cobb,28,28,28,0,0,0,0,0,0,0,0,0,0,cobbal01
Gerrit Cole,33,33,33,0,0,0,0,0,0,0,0,0,0,colege01
Dylan Coleman,68,0,68,0,0,0,0,0,0,0,0,0,0,colemdy01
Zack Collins,36,27,0,13,9,0,0,0,0,0,0,0,13,colliza01
Alex Colomé,53,0,53,0,0,0,0,0,0,0,0,0,0,colomal01
Mark Contreras,28,15,0,0,0,0,0,0,3,13,9,24,0,contrma01
Roansy Contreras,21,18,21,0,0,0,0,0,0,0,0,0,0,contrro01
William Contreras,97,89,0,60,0,0,0,0,1,0,0,1,34,contrwi02
Willson Contreras,113,111,0,72,0,0,0,0,0,0,0,0,39,contrwi01
Sam Coonrod,12,0,12,0,0,0,0,0,0,0,0,0,0,coonrsa01
Garrett Cooper,119,112,0,0,59,0,0,0,0,0,0,0,56,coopega03
Patrick Corbin,31,31,31,0,0,0,0,0,0,0,0,0,0,corbipa01
Franchy Cordero,84,70,0,0,53,0,0,0,12,2,26,39,4,cordefr02
Carlos Correa,136,133,0,0,0,0,0,132,0,0,0,0,4,correca01
Nestor Cortes,28,28,28,0,0,0,0,0,0,0,0,0,0,cortene01
Jharel Cotton,30,0,30,0,0,0,0,0,0,0,0,0,0,cottojh01
Danny Coulombe,10,0,10,0,0,0,0,0,0,0,0,0,0,couloda01
Jake Cousins,12,0,12,0,0,0,0,0,0,0,0,0,0,cousija01
Brandon Crawford,118,113,0,0,0,0,0,116,0,0,0,0,0,crawfbr01
J.P. Crawford,145,143,0,0,0,0,0,144,0,0,0,0,0,crawfjp01
Kutter Crawford,21,12,21,0,0,0,0,0,0,0,0,0,0,crawfku01
Kyle Crick,14,0,14,0,0,0,0,0,0,0,0,0,0,crickky01
Nabil Crismatt,50,0,50,0,0,0,0,0,0,0,0,0,0,crismna01
Cooper Criswell,1,1,1,0,0,0,0,0,0,0,0,0,0,criswco01
C.J. Cron,150,148,0,0,121,0,0,0,0,0,0,0,28,croncj01
Jake Cronenworth,158,155,0,0,20,147,0,9,0,0,0,0,2,croneja01
